Country,ISO3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
State of Palestine,PSE,67.8035,68.2219,68.4782,68.759,69.3283,69.5829,69.9816,70.3277,70.5642,70.7887,70.2984,69.75,70.8805,70.9672,71.0943,72.0041,71.8306,72.0636,72.2045,72.306,73.3018,73.5572,73.7218,74.1404,72.7814,74.5773,74.9168,75.2159,75.3798,75.8114,74.9978,73.8896,76.6624,65.1703,69.2134
Sudan,SDN,55.4969,55.553,55.952,56.102,57.0223,57.4465,57.6379,58.0579,58.3082,58.6073,58.9456,59.2641,59.3078,58.3193,56.7731,57.2263,60.3996,61.4419,61.2609,62.6765,62.9792,63.1809,63.4273,63.4433,63.9905,64.3746,64.6773,65.1464,65.5005,65.8032,65.1237,64.4604,65.695,66.331,66.5207
Suriname,SUR,62.0878,62.1512,62.2456,62.3817,62.542,62.7792,63.0786,63.3853,63.706,64.0353,64.4089,64.8201,65.2744,65.7785,66.3615,66.9974,67.6431,68.3071,68.8732,69.3231,69.6262,69.8203,69.9568,70.1101,70.33,70.5671,70.9786,71.2474,71.4679,71.7734,72.3208,68.9427,73.2538,73.631,73.7575
Sweden,SWE,77.5886,77.7285,78.0712,78.1356,78.7471,78.8222,79.0447,79.2724,79.4163,79.5085,79.7387,79.8363,79.9349,80.1951,80.5465,80.6213,80.8318,80.97,81.1373,81.3633,81.519,81.7584,81.7299,81.9354,82.2241,82.1844,82.3391,82.4377,82.5321,83.0518,82.4271,83.0196,83.046,83.2624,83.4236
Switzerland,CHE,77.3851,77.6485,77.9441,78.2335,78.4946,78.565,79.0494,79.2329,79.4752,79.7235,79.834,80.2511,80.4438,80.5325,81.0549,81.2362,81.5495,81.7028,81.9709,81.9891,82.2873,82.5738,82.6167,82.6892,83.0841,82.8461,83.4457,83.414,83.5639,83.7804,83.0626,83.6477,83.2003,83.9536,84.0879
Syrian Arab Republic,SYR,69.8298,70.0752,70.2428,70.3087,70.2958,70.2093,70.1565,70.1582,70.2372,70.5065,70.8563,71.2958,71.7424,72.1875,72.4938,72.7966,73.0396,73.2563,73.3681,73.4959,73.5417,72.2593,66.2064,65.1457,65.4916,63.2651,65.1896,65.6508,67.3711,70.9701,71.944,72.4175,72.7898,72.1201,72.5598
Tajikistan,TJK,61.6358,61.6795,57.0846,55.5119,60.0935,61.389,60.8059,61.9285,62.4037,63.1138,63.542,64.197,64.8983,65.8742,66.6042,66.5313,66.9968,67.4046,67.9243,68.2475,68.3698,68.6983,69.1296,69.579,69.697,69.6647,69.9819,70.5241,70.7366,70.962,68.6054,69.5935,71.5624,71.7901,71.9265
Tanzania,TZA,51.985,51.837,51.432,51.215,51.077,51.005,51.132,51.246,51.807,52.399,53.244,54.124,54.94,55.929,56.836,57.675,58.512,59.26,59.896,60.494,61.127,61.618,62.286,62.788,63.364,63.928,64.404,64.963,65.488,66.007,66.771,66.131,66.879,66.995,
Thailand,THA,68.9244,69.1322,69.353,69.5677,69.6609,69.7565,69.94,70.3622,70.7029,70.9787,71.2053,71.5198,71.7747,72.1012,72.1,72.8938,73.3413,73.7795,74.2205,74.6691,75.0117,75.3015,75.5899,75.9601,76.2792,76.5631,76.7693,76.9888,77.1903,77.1967,77.3314,77.6065,75.2913,76.4115,76.5636
Timor-Leste,TLS,45.1849,45.0763,46.1901,47.0075,47.8608,47.5429,48.2602,48.9681,48.5826,45.2456,58.0969,58.7722,59.4766,60.1304,60.7428,61.2717,61.8807,62.3957,62.8575,63.2652,63.6599,64.0223,64.3844,64.7189,65.0268,65.3262,65.6099,65.8982,66.2039,66.4964,66.9191,66.1993,67.3684,67.6894,67.9045
Togo,TGO,54.557,54.2551,54.0767,53.8516,53.7069,53.6922,53.8172,53.8453,53.9561,54.3101,54.577,54.7456,55.0319,55.2994,55.5941,55.9159,56.1416,56.3821,56.6511,56.9267,57.2266,57.6118,57.9396,58.3447,58.7663,59.2201,59.6686,60.1351,60.6006,61.0554,61.1225,61.3285,62.2898,62.7387,62.9323
Tokelau,TKL,69.3765,69.7972,70.2148,70.5855,70.9236,71.2134,71.4674,71.6523,71.8105,71.9999,72.1967,72.4259,72.6536,72.8907,73.1245,73.342,73.555,73.7796,74.0213,74.2712,74.5103,74.7605,75.0127,75.2692,75.4738,75.7071,75.9262,76.0554,76.2435,76.4524,76.6217,76.7183,76.887,77.0512,77.1671
Tonga,TON,67.5392,67.7487,67.9269,68.1572,68.3705,68.592,68.8031,69.0122,69.2244,69.4315,69.6349,69.7998,70.0301,70.2275,70.433,70.56,70.7098,70.8868,71.0412,70.9489,71.3185,71.4372,71.5461,71.6499,71.7212,71.851,71.9505,72.0657,72.1691,72.292,72.3787,72.1296,72.6353,72.8947,73.0701
Trinidad and Tobago,TTO,67.5905,67.7817,67.7798,67.8246,67.8368,67.9952,68.0386,68.1434,68.3306,68.5087,68.6288,68.8744,69.2322,69.4536,69.8791,70.1847,70.4367,70.7973,71.1171,71.4042,71.809,72.2323,72.513,72.7855,72.8984,72.8817,72.9348,72.9844,72.6582,72.8357,72.645,71.1114,73.3308,73.4896,73.6171
Tunisia,TUN,69.0919,69.3985,69.6836,69.9921,70.3628,70.7855,71.2472,71.6696,72.0672,72.3435,72.6043,72.8219,73.0695,73.3036,73.5195,73.7117,73.8884,74.0391,74.1923,74.3199,74.4376,74.4714,74.5985,74.6736,74.7838,74.8748,75.0074,75.1768,75.37,75.5992,75.0035,72.8928,76.0505,76.5077,76.7112
Turkiye,TUR,67.835,68.287,68.603,69.018,69.402,69.734,70.245,70.668,71.144,70.752,71.931,72.271,72.605,72.906,73.223,73.51,73.804,74.129,74.38,74.679,74.964,74.823,75.552,76.171,76.452,76.539,76.595,77.037,77.454,77.737,76.525,75.722,77.591,77.156,
Turkmenistan,TKM,63.8665,63.8424,63.7528,63.5855,63.5148,63.5137,63.5378,63.6674,63.9664,64.4749,64.9315,65.3246,65.5934,65.8538,66.0548,66.2747,66.5744,67.0198,67.5836,68.1552,68.6078,68.8696,68.9607,68.968,69.0014,69.0608,69.1421,69.19,69.2718,69.4046,68.8457,69.3525,69.9133,70.0727,70.2014
Turks and Caicos Islands,TCA,70.2177,70.5396,70.887,71.1937,71.5754,71.9485,72.328,72.7134,73.1126,73.5309,73.9715,74.4085,74.8434,75.2624,75.6305,75.9539,76.1965,76.4267,76.0839,76.672,76.784,76.8697,76.9694,77.0998,77.2116,77.3211,77.4372,77.5051,77.5957,77.691,77.4989,77.2342,77.9176,78.0077,78.1807
Tuvalu,TUV,61.6431,61.8086,60.2896,62.1097,62.317,62.5047,62.7086,62.9417,63.1619,63.3457,63.5356,63.709,63.8246,63.8974,63.9885,64.0962,64.2467,64.4017,64.5162,64.693,64.834,64.9598,65.0792,65.1713,65.2778,65.3652,65.51,65.6826,65.871,66.1085,66.3567,65.8236,66.8516,67.1049,67.2593
Türkiye,TUR,67.8348,68.2867,68.6031,69.0178,69.4024,69.7341,70.2454,70.6681,71.144,70.7523,71.9312,72.2711,72.6047,72.9061,73.2232,73.5098,73.8038,74.1291,74.3802,74.679,74.9642,74.8234,75.5519,76.1705,76.4519,76.5389,76.5948,77.0372,77.4535,77.737,76.5255,75.7222,77.5913,77.1557,77.4209
Uganda,UGA,47.5612,47.549,47.6706,47.6808,47.6748,47.7062,47.759,48.0259,48.2634,48.9771,49.6397,50.5761,51.4432,52.4136,53.6988,54.9264,56.1184,57.2479,58.253,59.1574,59.9593,60.7914,61.5786,62.3531,63.0575,63.8315,64.4944,65.1738,65.7751,66.3537,66.4098,66.4497,67.6747,68.2523,68.4875
Ukraine,UKR,70.3538,69.6881,68.9471,68.2873,67.5337,67.1138,67.0972,67.658,67.9929,68.0037,67.7862,67.6754,67.6986,67.6383,67.4724,67.5168,67.4901,67.7147,68.2618,69.1595,70.1883,70.7106,71.0896,71.4744,71.8034,72.6862,73.3894,73.9935,73.5691,73.9199,73.2833,71.6308,72.6582,73.4225,74.692
United Arab Emirates,ARE,71.0737,71.1441,71.1664,71.1594,71.2037,71.3917,71.8203,72.5589,73.66,74.9818,76.347,77.6207,78.7211,79.5995,80.2724,80.779,81.1553,81.4384,81.5915,81.6794,81.886,81.8984,81.9129,81.95,81.9902,82.0759,82.1946,82.3884,82.4493,82.5961,81.9363,79.0831,80.4868,82.9091,83.0686
United Kingdom,GBR,75.7377,75.9108,76.3074,76.1602,76.7198,76.614,76.8719,77.1389,77.2745,77.3728,77.8491,78.1208,78.237,78.3302,78.8998,79.1061,79.3474,79.5337,79.6554,80.1556,80.3908,80.7961,80.8594,80.9232,81.1529,80.919,81.0675,81.164,81.1229,81.4426,80.3854,80.708,81.0744,81.3015,81.4484
United Republic of Tanzania,TZA,51.9849,51.8373,51.4317,51.2153,51.0772,51.0048,51.1321,51.2457,51.8074,52.3988,53.2439,54.1243,54.9396,55.9292,56.8355,57.675,58.5123,59.2602,59.8961,60.494,61.1266,61.6176,62.2862,62.788,63.3638,63.9284,64.4037,64.9631,65.488,66.0068,66.7712,66.1306,66.8786,66.9953,67.2117
United States,USA,75.2146341463415,75.3658536585366,75.6170731707317,75.419512195122,75.619512195122,75.6219512195122,76.0268292682927,76.4292682926829,76.5804878048781,76.5829268292683,76.6365853658537,76.8365853658537,76.9365853658537,77.0365853658537,77.4878048780488,77.4878048780488,77.6878048780488,77.9878048780488,78.0390243902439,78.390243902439,78.5414634146342,78.6414634146341,78.7414634146342,78.7414634146342,78.8414634146341,78.690243902439,78.5390243902439,78.5390243902439,78.6390243902439,78.7878048780488,76.9804878048781,76.3292682926829,77.4341463414634,78.3853658536585,
United States Virgin Islands,VIR,70.6806,70.8089,70.9693,71.0895,71.2404,71.1893,71.6013,70.9082,71.2644,71.1089,71.8046,72.2175,72.0544,72.0065,71.8287,72.2349,72.4788,72.5874,72.6575,72.9192,73.235,73.4027,73.6956,73.9471,74.1975,74.3104,74.4236,74.3721,74.6823,74.8761,74.7137,74.6132,75.0449,75.4724,75.6994
United States of America,USA,75.3743,75.5243,75.779,75.5677,75.7381,75.8522,76.1749,76.4981,76.6592,76.6691,76.8058,76.9194,76.9883,77.1369,77.535,77.5264,77.7976,78.0471,78.1273,78.4758,78.6681,78.7023,78.8169,78.8175,78.8785,78.7219,78.686,78.6483,78.7997,78.916,77.0115,76.3836,77.9789,79.3043,79.4625
Uruguay,URY,72.9937,73.1982,73.1853,73.1466,73.1616,73.4927,73.8121,73.9199,74.0293,74.2926,74.6929,74.9865,74.9788,75.0858,75.3194,75.8286,75.8884,76.1502,76.2746,76.67,76.6911,76.6141,76.6914,76.9531,77.1941,77.2847,77.3511,77.618,77.5273,77.5028,78.3811,75.4345,76.4682,78.1385,78.2865
Uzbekistan,UZB,65.7717,65.5288,65.2362,64.9239,64.6815,64.6696,64.7799,65.0285,65.1686,65.3071,65.456,65.8532,66.3763,66.8523,67.2031,67.481,67.9053,68.4833,69.0347,69.517,69.8364,70.1429,70.4108,70.6925,70.9732,71.3298,71.5798,71.7372,71.9988,72.0934,71.4613,71.6808,72.1465,72.3884,72.5283
Vanuatu,VUT,66.6837,67.114,67.4327,67.7241,67.9842,68.1036,68.1756,68.3087,68.3722,67.9244,68.586,68.722,68.8358,68.9331,68.9847,69.1656,69.1264,69.1439,69.3017,69.422,69.5703,69.7287,69.8983,69.9861,70.0433,70.1632,70.3975,70.4996,70.6259,70.7834,70.3845,69.9518,71.3016,71.4769,71.6537
Venezuela (Bolivarian Republic of),VEN,70.9641,71.1719,71.1766,71.3849,71.2826,71.7138,71.9196,72.5598,72.446,72.0883,72.3876,71.0189,72.8225,72.0556,72.7523,73.0752,72.9724,73.3478,72.5776,72.7852,73.0922,73.0895,73.0858,73.0765,72.8371,73.0044,72.0019,71.9026,72.6415,72.7664,72.3693,71.5364,72.5656,72.5142,72.673
"Venezuela, RB",VEN,70.964,71.172,71.177,71.385,71.283,71.714,71.92,72.56,72.446,72.088,72.388,71.019,72.823,72.056,72.752,73.075,72.972,73.348,72.578,72.785,73.092,73.09,73.086,73.076,72.837,73.004,72.002,71.903,72.641,72.766,72.369,71.536,72.566,72.514,
Viet Nam,VNM,69.0268,69.3035,69.6197,69.9569,70.3789,70.8714,71.2961,71.67,72.2829,72.5754,72.7455,72.9842,73.1384,73.2356,73.0623,73.1983,73.2925,73.385,73.455,73.5253,73.6107,73.7126,73.7619,73.8207,73.8859,73.9554,73.9837,74.0265,74.1004,74.2113,75.3832,74.1448,74.5025,74.5883,74.7364
Virgin Islands (U.S.),VIR,70.6799756097561,70.8079268292683,70.9626097560976,71.0782682926829,71.2246341463415,71.1666097560976,71.575512195122,70.9152195121951,71.2462682926829,71.1116097560976,76.619512195122,77.6219512195122,77.5219512195122,77.5219512195122,77.7731707317073,77.4219512195122,78.3243902439024,76.8634146341463,77.1634146341463,77.5146341463415,77.8658536585366,78.3170731707317,78.5170731707317,78.7170731707317,78.8682926829268,79.0170731707317,79.1682926829268,79.3682926829268,79.5195121951219,79.6682926829268,79.819512195122,80.0682926829268,80.319512195122,80.519512195122,
Wallis and Futuna Islands,WLF,69.9192,70.5849,71.1318,70.5926,71.9968,72.495,73.1284,73.8346,74.5222,75.0162,75.3901,75.6448,75.7205,75.7606,75.9345,76.1412,76.3171,76.542,76.7181,76.7891,76.8087,76.9293,77.0467,77.1567,77.2859,77.4504,77.5447,77.6279,77.7633,77.9936,78.1637,77.4609,78.5005,78.6286,78.7368
West Bank and Gaza,PSE,67.803,68.222,68.478,68.759,69.328,69.583,69.982,70.328,70.564,70.789,70.298,69.75,70.88,70.967,71.094,72.004,71.831,72.064,72.204,72.306,73.302,73.557,73.722,74.14,72.781,74.577,74.917,75.216,75.38,75.811,74.998,73.89,76.662,65.17,
Western Sahara,ESH,57.661,58.1912,58.7132,59.2241,59.7437,60.244,60.72,61.2122,61.7098,62.2309,62.7345,63.2225,63.7369,64.2329,64.7439,65.2223,65.6697,66.1443,66.5816,67.0572,67.492,67.8831,68.2373,68.6173,68.9533,69.2753,69.5959,69.8831,70.1433,70.3822,70.6126,70.8869,71.1432,71.385,71.5803
World,WLD,65.1079824959466,65.3032693073878,65.5470515929257,65.7420496975541,65.9579138029543,66.2002309366679,66.5147981675807,66.830294088651,67.0659534434225,67.3114785085325,67.6497257226022,67.9443928216143,68.2305052636226,68.5148072291356,68.7699881988831,69.1102257723181,69.4676625981054,69.803549604801,70.0028276425706,70.3787762461653,70.6809035076169,70.9666948532888,71.2622320826072,71.5319135730675,71.7754510175677,71.9645771379818,72.1846258460576,72.3650252012874,72.6428594874137,72.8676690365367,72.1827671974507,71.2153757178011,72.9687386075768,73.3274749595865,
Yemen,YEM,58.5282,58.8053,59.2596,59.6551,59.8279,60.5324,60.8838,61.3404,61.7878,62.2754,62.761,63.2864,63.8066,64.4075,64.881,65.3561,65.7997,66.2304,66.6091,66.9053,67.223,67.4124,67.569,67.961,68.0027,66.7613,67.1054,67.1198,65.9154,66.5673,66.4354,66.0191,67.9517,69.2952,69.4386
"Yemen, Rep.",YEM,58.528,58.805,59.26,59.655,59.828,60.532,60.884,61.34,61.788,62.275,62.761,63.286,63.807,64.407,64.881,65.356,65.8,66.23,66.609,66.905,67.223,67.412,67.569,67.961,68.003,66.761,67.105,67.12,65.915,66.567,66.435,66.019,67.952,69.295,
Zambia,ZMB,48.204,47.4431,46.9679,46.6781,46.3439,46.0509,45.7565,45.7429,45.7095,45.924,46.5771,47.4077,48.4614,49.6158,50.5398,51.6147,52.6928,53.73,54.835,55.8862,56.896,57.8431,58.704,59.4452,60.1091,60.7284,61.1285,61.5644,62.1381,62.9145,63.3607,62.3631,65.2791,66.3487,66.5276
Zimbabwe,ZWE,58.3191,57.0371,55.6021,53.9764,52.5367,51.1435,48.9815,48.5361,47.5508,46.3786,46.0339,44.5249,45.9381,45.373,46.0426,46.5701,47.0559,47.5756,48.4559,49.7496,51.9252,53.9112,55.3855,56.8422,58.106,58.9895,59.7601,60.2626,60.9055,61.0603,61.53,60.1347,62.3601,62.7748,63.064
